entity_index,byte_offset,updateType,highGuid,highGuidName,subType,guid_lo,guid_hi,objectType,objectTypeName,valuesSize,fragmentCount,fragments,raw_bytes
220,0x12582,1,3,Item,0,0x4000000999d2d95e,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
221,0x126B5,1,3,Item,0,0x4000000999d2cf8d,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
222,0x127E8,1,3,Item,0,0x40000009d01f8346,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
223,0x1291B,1,3,Item,0,0x400000098c531319,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
224,0x12A4E,1,3,Item,0,0x400000097cd647cb,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
225,0x12B81,1,3,Item,0,0x400000097cd74038,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
226,0x12CB4,1,3,Item,0,0x400000099aaa1f4e,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
227,0x12DE7,1,3,Item,0,0x40000009d01f489e,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
228,0x12F1A,1,3,Item,0,0x40000009d01f4868,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
229,0x1304D,1,3,Item,0,0x40000009d01ea8a1,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
230,0x13180,1,3,Item,0,0x400000099aaa1ffc,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
231,0x132B3,1,3,Item,0,0x40000009d01ebf15,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
232,0x133E6,1,3,Item,0,0x400000099aabf3fb,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
233,0x13519,1,3,Item,0,0x40000009d01f98ab,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
234,0x1364C,1,3,Item,0,0x40000009d01f98c5,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
235,0x1377F,1,3,Item,0,0x40000009d01f98d3,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
236,0x138B2,1,3,Item,0,0x400000097a094f2b,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
237,0x139E5,1,3,Item,0,0x4000000981443a1e,0x0c00d40000000000,1,Item,297,2,"CGObject,Tag_Item",
238,0x13B25,1,3,Item,0,0x40000009858e8f48,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
239,0x13C58,1,3,Item,0,0x40000009887e8120,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
240,0x13D8B,1,3,Item,0,0x4000000987ae7181,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
241,0x13EBE,1,3,Item,0,0x4000000987adf64a,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
242,0x13FF1,1,3,Item,0,0x40000009887c64c5,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
243,0x14124,1,3,Item,0,0x40000009887c64fb,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
244,0x14257,1,3,Item,0,0x40000009887bf52e,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
245,0x1438A,1,3,Item,0,0x400000098bcd29e4,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
246,0x144BD,1,3,Item,0,0x4000000c7034c490,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
247,0x145F0,1,3,Item,0,0x4000000c8b6fae46,0x0c00d40000000000,1,Item,289,2,"CGObject,Tag_Item",
248,0x14728,1,3,Item,0,0x4000000c94fde30a,0x0c00d40000000000,1,Item,309,2,"CGObject,Tag_Item",
249,0x14874,1,3,Item,0,0x4000000c74e7dd7c,0x0c00d40000000000,1,Item,289,2,"CGObject,Tag_Item",
250,0x149AC,1,3,Item,0,0x400000098bb79155,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
251,0x14ADF,1,3,Item,0,0x400000098fef7286,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
252,0x14C12,1,3,Item,0,0x4000000993c378d5,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
253,0x14D45,1,3,Item,0,0x400000099508ad33,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
254,0x14E78,1,3,Item,0,0x400000099b77ea81,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
255,0x14FAB,1,3,Item,0,0x400000099b727df6,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
256,0x150DE,1,3,Item,0,0x40000009d0e41467,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
257,0x15211,1,3,Item,0,0x40000009d0e3ec35,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
258,0x15344,1,3,Item,0,0x4000000c974009d5,0x0c00d40000000000,1,Item,317,2,"CGObject,Tag_Item",
259,0x15498,1,3,Item,0,0x4000000c88b40aa8,0x0c00d40000000000,1,Item,318,2,"CGObject,Tag_Item",
260,0x155ED,1,3,Item,0,0x4000000c88b43211,0x0c00d40000000000,1,Item,313,2,"CGObject,Tag_Item",
261,0x1573D,1,3,Item,0,0x4000000c88b89434,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
262,0x15870,1,3,Item,0,0x4000000c88bc7733,0x0c00d40000000000,1,Item,313,2,"CGObject,Tag_Item",
263,0x159C0,1,3,Item,0,0x4000000c8a2cdeee,0x0c00d40000000000,1,Item,309,2,"CGObject,Tag_Item",
264,0x15B0C,1,3,Item,0,0x4000000c7035c7af,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
265,0x15C3F,1,3,Item,0,0x4000000c7035c7b0,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
266,0x15D72,1,3,Item,0,0x4000000c713138c7,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
267,0x15EA5,1,3,Item,0,0x4000000c7035c7ad,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
268,0x15FD8,1,3,Item,0,0x4000000c714887ad,0x0c00d40000000000,1,Item,289,2,"CGObject,Tag_Item",
269,0x16110,1,3,Item,0,0x4000000c712fddaf,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
270,0x16243,1,3,Item,0,0x4000000c8d7eab4d,0x0c00d40000000000,1,Item,309,2,"CGObject,Tag_Item",
271,0x1638F,1,3,Item,0,0x4000000c9028e059,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
272,0x164C2,1,3,Item,0,0x4000000c73658fc7,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
273,0x165F5,1,3,Item,0,0x4000000c73624966,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
274,0x16728,1,3,Item,0,0x4000000c73d91499,0x0c00d40000000000,1,Item,289,2,"CGObject,Tag_Item",
275,0x16860,1,3,Item,0,0x4000000c909f19db,0x0c00d40000000000,1,Item,289,2,"CGObject,Tag_Item",
276,0x16998,1,3,Item,0,0x4000000c94fe991c,0x0c00d40000000000,1,Item,313,2,"CGObject,Tag_Item",
277,0x16AE8,1,3,Item,0,0x4000000c94ff03a1,0x0c00d40000000000,1,Item,309,2,"CGObject,Tag_Item",
278,0x16C34,1,3,Item,0,0x4000000c749b8c0e,0x0c00d40000000000,1,Item,289,2,"CGObject,Tag_Item",
279,0x16D6C,1,3,Item,0,0x4000000c74e8ef9a,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
280,0x16EA9,1,3,Item,0,0x4000000c74ea5af3,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
281,0x16FDC,1,3,Item,0,0x4000000c75912c48,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
282,0x1710F,1,3,Item,0,0x4000000c9428062d,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
283,0x17242,1,3,Item,0,0x4000000c7586c819,0x0c00d40000000000,1,Item,311,2,"CGObject,Tag_Item",
284,0x17390,1,3,Item,0,0x40000009c560682c,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
285,0x174C3,1,3,Item,0,0x4000000c7c2de4be,0x0c00d40000000000,1,Item,314,2,"CGObject,Tag_Item",
286,0x17614,1,3,Item,0,0x4000000c7cbb37b0,0x0c00d40000000000,1,Item,301,2,"CGObject,Tag_Item",
287,0x17758,1,3,Item,0,0x4000000c7cb9feaf,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
288,0x17895,1,3,Item,0,0x4000000c7cb7a24f,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
289,0x179C8,1,3,Item,0,0x4000000c7cba425b,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
290,0x17B05,1,3,Item,0,0x4000000c7cb9fec6,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
291,0x17C38,1,3,Item,0,0x4000000c7cbaa3d7,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
292,0x17D6B,1,3,Item,0,0x4000000c7cb6e5a3,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
293,0x17EA8,1,3,Item,0,0x4000000c7d5d9646,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
294,0x17FDB,1,3,Item,0,0x4000000c7d5d4dbc,0x0c00d40000000000,1,Item,322,2,"CGObject,Tag_Item",
295,0x18134,1,3,Item,0,0x40000009cff15154,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
296,0x18267,1,3,Item,0,0x40000009cff181f1,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
297,0x1839A,1,3,Item,0,0x40000009cfed66ca,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
298,0x184CD,1,3,Item,0,0x40000009cff0ff10,0x0c00d40000000000,1,Item,289,2,"CGObject,Tag_Item",
299,0x18605,1,3,Item,0,0x40000009cfef119f,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
300,0x18738,1,3,Item,0,0x40000009cff18e23,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
301,0x1886B,1,3,Item,0,0x40000009cff12633,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
302,0x1899E,1,3,Item,0,0x40000009cff14e56,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
303,0x18AD1,1,3,Item,0,0x40000009cff12d17,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
304,0x18C04,1,3,Item,0,0x40000009cff130ee,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
305,0x18D37,1,3,Item,0,0x40000009cff12eab,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
306,0x18E6A,1,3,Item,0,0x40000009d0e28439,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
307,0x18F9D,1,3,Item,0,0x40000009d0e26283,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
308,0x190D0,1,3,Item,0,0x4000000000d9d7f7,0x0c168c0000000000,2,Container,802,3,"CGObject,Tag_Item,Tag_Container",
309,0x19408,1,3,Item,0,0x40000000013ccd83,0x0c168c0000000000,2,Container,483,3,"CGObject,Tag_Item,Tag_Container",
310,0x19602,1,3,Item,0,0x4000000000d9d813,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
311,0x19733,1,3,Item,0,0x4000000000d9d80d,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
312,0x19864,1,3,Item,0,0x4000000000d9d823,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
313,0x1999F,1,3,Item,0,0x4000000000d9d810,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
314,0x19AD0,1,3,Item,0,0x4000000000d9d825,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
315,0x19C0B,1,3,Item,0,0x4000000000d9d818,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
316,0x19D46,1,3,Item,0,0x4000000000d9d80f,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
317,0x19E77,1,3,Item,0,0x4000000000d9d81b,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
318,0x19FA8,1,3,Item,0,0x4000000000d9d827,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
319,0x1A0E3,1,3,Item,0,0x4000000000d9d812,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
320,0x1A214,1,3,Item,0,0x4000000000d9d819,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
321,0x1A34F,1,3,Item,0,0x4000000000d9d829,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
322,0x1A48A,1,3,Item,0,0x4000000000d9d80b,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
323,0x1A5BB,1,3,Item,0,0x4000000000d9d81f,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
324,0x1A6EC,1,3,Item,0,0x4000000000d9d811,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
325,0x1A81D,1,3,Item,0,0x4000000000d9d821,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
326,0x1A958,1,3,Item,0,0x4000000000d9d822,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
327,0x1AA89,1,3,Item,0,0x4000000000d9d814,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
328,0x1ABC4,1,3,Item,0,0x4000000000d9d81d,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
329,0x1ACF5,1,3,Item,0,0x4000000000d9d80e,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
330,0x1AE26,1,3,Item,0,0x4000000000d9d817,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
331,0x1AF61,1,3,Item,0,0x4000000000d9d81c,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
332,0x1B092,1,3,Item,0,0x4000000000d9d81e,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
333,0x1B1C3,1,3,Item,0,0x4000000000d9d80c,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
334,0x1B2F4,1,3,Item,0,0x4000000000d9d824,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
335,0x1B42F,1,3,Item,0,0x4000000000d9d828,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
336,0x1B56A,1,3,Item,0,0x4000000000d9d80a,0x0c168c0000000000,1,Item,288,2,"CGObject,Tag_Item",
337,0x1B6A0,1,3,Item,0,0x4000000000d9d820,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
338,0x1B7D1,1,3,Item,0,0x4000000000d9d816,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
339,0x1B90C,1,3,Item,0,0x4000000000d9d82a,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
340,0x1BA47,1,3,Item,0,0x4000000000d9d81a,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
341,0x1BB78,1,3,Item,0,0x4000000000d9d826,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
342,0x1BCB3,1,3,Item,0,0x4000000000d9d815,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
343,0x1BDEE,1,3,Item,0,0x40000000013ccd67,0x0c168c0000000000,1,Item,293,2,"CGObject,Tag_Item",
344,0x1BF2A,1,3,Item,0,0x40000000013ccd6a,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
345,0x1C05C,1,3,Item,0,0x40000000013ccd6b,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
346,0x1C18E,1,3,Item,0,0x40000000013ccd6e,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
347,0x1C2C0,1,3,Item,0,0x40000000013ccd69,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
348,0x1C3F2,1,3,Item,0,0x40000000013ccd63,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
349,0x1C524,1,3,Item,0,0x40000000013ccd68,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
350,0x1C656,1,3,Item,0,0x40000000013ccd66,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
351,0x1C788,1,3,Item,0,0x40000000013ccd64,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
352,0x1C8BA,1,3,Item,0,0x40000000013ccd6d,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
353,0x1C9EC,1,3,Item,0,0x40000000013ccd65,0x0c168c0000000000,1,Item,283,2,"CGObject,Tag_Item",
354,0x1CB1E,1,55,Housing,3,0x000000001756226e,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
355,0x1CB6D,1,55,Housing,2,0x0000000000000021,0xdc40000000000012,18,HousingEntity,85,3,"FHousingRoom_C,FMirroredPositionData_C,Tag_HousingRoom",
356,0x1CBE5,1,55,Housing,3,0x0000000011f03667,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
357,0x1CC34,1,8,Creature,1,0x02a7aa000ddfa3b0,0x203cad55e0e8fe00,5,Unit,-1,-1,<UNPARSED>,840000effeb0a3df0daaa702fee8e055ad3c200100000000000000000000008679979187ac0845552190c35f88c242c0e5bb4000000000000000000000000000
358,0x1D14E,1,55,Housing,3,0x0000000012578ea3,0xdc60000000010007,18,HousingEntity,55,1,FHousingPlayerHouse_C,
359,0x1D19C,1,11,GameObject,1,0x02a7aa0000dfa3b3,0x2c3cad55e22f5800,8,GameObject,113,2,"CGObject,Tag_GameObject",
360,0x1D241,1,11,GameObject,1,0x02a7aa0008dfa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
361,0x1D2FC,1,55,Housing,3,0x000000000310568e,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
362,0x1D34B,1,8,Creature,1,0x02a7aa0008dfa3b1,0x203cad55e0f18080,5,Unit,-1,-1,<UNPARSED>,940000efffb1a3df08aaa7028080f1e055ad3c2001020000000000000000000086799791eb960a450030b0c3618cd64261ddb13e000000000000000000000000
363,0x1DDCA,1,55,Housing,3,0x00000000033de1ff,0xdc60000000010007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
364,0x1DE19,1,8,Creature,1,0x02a7aa00085fa3b0,0x203cad55e0ef3b40,5,Unit,-1,-1,<UNPARSED>,840000efffb0a35f08aaa702403befe055ad3c2001000000000000000000000086799791f24a044500408ec32c75b442f52c8c40000000000000000000000000
365,0x1E1BB,1,55,Housing,3,0x0000000012dd9a0b,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
366,0x1E20A,1,11,GameObject,1,0x02a7aa00005fa3b3,0x2c3cad55e2343f80,8,GameObject,113,2,"CGObject,Tag_GameObject",
367,0x1E2B0,1,8,Creature,1,0x02a7aa0005dfa3b0,0x203cad55e0e5ef80,5,Unit,-1,-1,<UNPARSED>,840000efffb0a3df05aaa70280efe5e055ad3c20000000000000000000000000867997915b7c04450b93a2c3d43ec242b3fa8c40000000000000000000000000
368,0x1EE9C,1,11,GameObject,1,0x02a7aa0000dfa3af,0x2c3cad55e22f5800,8,GameObject,113,2,"CGObject,Tag_GameObject",
369,0x1EF41,1,8,Creature,1,0x02a7aa00095fa3af,0x203cad55e0ee7180,5,Unit,-1,-1,<UNPARSED>,840000efffafa35f09aaa7028071eee055ad3c200000000000000000000000008679979101250c451e6fc0c3757ed4424c27ac40000000000000000000000000
370,0x1F29B,1,11,GameObject,1,0x02a7aa00125fa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
371,0x1F356,1,2,Player,0,0x000000000c610517,0x0800d40000000000,7,ActivePlayer,109586,5,"CGObject,PlayerHouseInfoComponent_C,PlayerInitiativeComponent_C,Tag_Unit,Tag_Player",
372,0x3A03C,1,55,Housing,3,0x00000000151d9ea8,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
373,0x3A08B,1,55,Housing,2,0x0000000000000014,0xdc40000000000012,18,HousingEntity,85,3,"FHousingRoom_C,FMirroredPositionData_C,Tag_HousingRoom",
374,0x3A103,1,11,GameObject,1,0x02a7aa000bdfa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
375,0x3A1BE,1,55,Housing,3,0x0000000044864522,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
376,0x3A20D,1,11,GameObject,1,0x02a7aa00005fa3b3,0x2c3cad55e23da480,8,GameObject,113,2,"CGObject,Tag_GameObject",
377,0x3A2B3,1,11,GameObject,1,0x02a7aa00005fa3b4,0x2c3cad55e22f5800,8,GameObject,113,2,"CGObject,Tag_GameObject",
378,0x3A358,1,11,GameObject,1,0x02a7aa0006dfa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
379,0x3A413,1,8,Creature,1,0x02a7aa00035fa3b1,0x203cad55e0f18080,5,Unit,-1,-1,<UNPARSED>,940000efffb1a35f03aaa7028080f1e055ad3c2001020000000000000000000087799791b2b60345abd2a4c34387cd42097fe53f000000000000000000000000
380,0x3A91D,1,55,Housing,3,0x00000000040e73f0,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
381,0x3A96C,1,55,Housing,3,0x0000000014e2d7cf,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
382,0x3A9BB,1,55,Housing,3,0x00000000001a8d9b,0xdc60000000008007,18,HousingEntity,55,1,FHousingPlayerHouse_C,
383,0x3AA08,1,55,Housing,2,0x0000000000000029,0xdc40000000000012,18,HousingEntity,85,3,"FHousingRoom_C,FMirroredPositionData_C,Tag_HousingRoom",
384,0x3AA80,1,55,Housing,3,0x00000000052fbcb6,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
385,0x3AACF,1,11,GameObject,1,0x02a7aa00005fa3b0,0x2c3cad55e2344900,8,GameObject,113,2,"CGObject,Tag_GameObject",
386,0x3AB74,1,55,Housing,3,0x0000000004480462,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
387,0x3ABC3,1,55,Housing,3,0x000000000348971c,0xdc60000000010007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
388,0x3AC12,1,11,GameObject,1,0x02a7aa00105fa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
389,0x3ACCD,1,11,GameObject,1,0x02a7aa0000dfa3b1,0x2c3cad55e255e2c0,8,GameObject,113,2,"CGObject,Tag_GameObject",
390,0x3AD73,1,55,Housing,3,0x000000000306cf18,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
391,0x3ADC2,1,11,GameObject,1,0x02a7aa00005fa3b3,0x2c3cad55e255e280,8,GameObject,113,2,"CGObject,Tag_GameObject",
392,0x3AE68,1,55,Housing,3,0x0000000004680be7,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
393,0x3AEB7,1,55,Housing,3,0x0000000004c846a3,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
394,0x3AF06,1,11,GameObject,1,0x02a7aa0000dfa3b0,0x2c3cad55e255e280,8,GameObject,113,2,"CGObject,Tag_GameObject",
395,0x3AFAC,1,11,GameObject,1,0x02a7aa00005fa3b0,0x2c3cad55e232c240,8,GameObject,113,2,"CGObject,Tag_GameObject",
396,0x3B052,1,55,Housing,3,0x000000000302e209,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
397,0x3B0A1,1,11,GameObject,1,0x02a7aa0000dfa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
398,0x3B15B,1,11,GameObject,1,0x02a7aa00005fa3b0,0x2c3cad55e232bec0,8,GameObject,113,2,"CGObject,Tag_GameObject",
399,0x3B201,1,11,GameObject,1,0x02a7aa00015fa3b1,0x2c3cad55e232bec0,8,GameObject,113,2,"CGObject,Tag_GameObject",
400,0x3B2A8,1,11,GameObject,1,0x02a7aa00005fa3b0,0x2c3cad55e24bf9c0,8,GameObject,113,2,"CGObject,Tag_GameObject",
401,0x3B34E,1,8,Creature,1,0x02a7aa0007dfa3b2,0x203cad55e0e57c40,5,Unit,-1,-1,<UNPARSED>,840000efffb2a3df07aaa702407ce5e055ad3c2001000000000000000000000087799791ab2d09450066b0c3fc15c542a83a2c40000000000000000000000000
402,0x3B6F0,1,55,Housing,3,0x000000001218b490,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
403,0x3B73F,1,11,GameObject,1,0x02a7aa0004dfa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
404,0x3B7FA,1,55,Housing,2,0x0000000000000012,0xdc40000000000012,18,HousingEntity,86,3,"FHousingRoom_C,FMirroredPositionData_C,Tag_HousingRoom",
405,0x3B873,1,11,GameObject,1,0x02a7aa000fdfa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
406,0x3B92E,1,11,GameObject,1,0x02a7aa00005fa3b3,0x2c3cad55e2344040,8,GameObject,113,2,"CGObject,Tag_GameObject",
407,0x3B9D4,1,11,GameObject,1,0x02a7aa00005fa3b2,0x2c3cad55e2344940,8,GameObject,113,2,"CGObject,Tag_GameObject",
408,0x3BA7A,1,55,Housing,3,0x000000000313d852,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
409,0x3BAC9,1,8,Creature,1,0x02a7aa001f5fa3b1,0x203cad55e0e58480,5,Unit,-1,-1,<UNPARSED>,840000efffb1a35f1faaa7028084e5e055ad3c20010000000000000000000000877997916b720a4572409fc3245cc7428e70b040000000000000000000000000
410,0x3CE44,1,55,Housing,3,0x0000000017798419,0xdc60000000010007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
411,0x3CE93,1,11,GameObject,1,0x02a7aa0018dfa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
412,0x3CF4E,1,8,Creature,1,0x02a7aa00005fa3af,0x203cad55e0e5ef00,5,Unit,-1,-1,<UNPARSED>,840000e7feafa35faaa702efe5e055ad3c2000000000000000000000000087799791f9020b45391e83c354aafd42f5f5853f0000000000000000000000000000
413,0x3D293,1,55,Housing,3,0x0000000003014ea7,0xdc60000000010007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
414,0x3D2E2,1,11,GameObject,1,0x02a7aa00135fa3af,0x2c3cad55e1be6d80,8,GameObject,133,3,"CGObject,FJamHousingCornerstone_C,Tag_GameObject",
415,0x3D39D,1,8,Creature,1,0x02a7aa0001dfa3b2,0x203cad55e0e8fd80,5,Unit,-1,-1,<UNPARSED>,840000efffb2a3df01aaa70280fde8e055ad3c2000000000000000000000000087799791b2fb0d45ab0faac3aa3ccf4270c60740000000000000000000000000
416,0x3DBD5,1,55,Housing,3,0x000000001207dc28,0xdc60000000008007,18,HousingEntity,56,1,FHousingPlayerHouse_C,
417,0x3DC24,1,55,Housing,3,0x00000000001019a2,0xdc60000000008007,18,HousingEntity,55,1,FHousingPlayerHouse_C,
